date,month,source,source_file,category,direction,quote,note
2025-10-31,2025-10,kinea,kinea_31102025.md,monetary_br,1.0,"Permanecemos também comprados no Real em virtude do elevado diferencial de juros no Brasil","Long BRL explicitly attributed to elevated BR rate differential"
2025-11-28,2025-11,kinea,kinea_28112025.md,global_usd,0.4,"dólar e taxas longas ficam sob os holofotes","US fiscal expansion + more dovish Fed pressuring the dollar, forward-looking"
2025-11-28,2025-11,kinea,kinea_28112025.md,monetary_br,0.3,"No real, avaliamos o potencial do carrego (carry) num ambiente de juros ainda elevados e volatilidade relativamente baixa","Evaluating BRL carry potential amid high rates + low vol (lower-conviction framing)"
2025-12-26,2025-12,kinea,kinea_26122025.md,global_usd,1.0,"desencadearam um movimento de desvalorização expressiva do dólar... A soma dos fatores enfraqueceu o dólar globalmente","Realized, high-confidence: Liberation Day policy shock caused broad dollar collapse"
2025-12-26,2025-12,kinea,kinea_26122025.md,monetary_br,0.6,"passamos a construir posições compradas na moeda, aproveitando um diferencial de juros elevado","Built long BRL position citing elevated carry as explicit driver"
2024-01-31,2024-01,kinea,kinea_31012024.md,global_usd,-0.5,"O efeito nas moedas emergentes também foi relevante e nos custou performance em moedas como o real e o rand sul-africano","US rate resilience/widening hurt EM FX including BRL"
2024-01-31,2024-01,kinea,kinea_31012024.md,fiscal_br,-0.7,"reacendeu a preocupação dos investidores com a sustentabilidade fiscal, o que levou nossa moeda próxima ao patamar de R$5,00, em um movimento de depreciação muito pior que os pares","Nova Industria Brasil plan reignited fiscal-sustainability concern, BRL depreciated worse than peers"
2024-01-31,2024-01,kinea,kinea_31012024.md,monetary_br,0.7,"permanecemos comprados no real, uma vez que vemos o diferencial de juros atrativos, com o início do ciclo de corte do FED nesse semestre","Long BRL on attractive rate differential + expected Fed cut cycle"
2024-02-29,2024-02,kinea,kinea_29022024.md,global_usd,0.5,"posições compradas em moedas de países emergentes contra o dólar, incluindo o real","Long EM currencies incl BRL vs USD on expected Fed cut cycle start H1"
2024-03-28,2024-03,kinea,kinea_28032024.md,monetary_br,0.7,"atividade mais resiliente, carrego elevado... nos faz acreditar que a moeda seja um dos melhores ativos... Permanecemos comprados no Real e no Peso Mexicano","Long BRL+MXN vs European currencies: resilient activity + elevated carry co-cited as drivers"
2024-03-28,2024-03,kinea,kinea_28032024.md,commodities,0.7,"melhora estrutural na conta corrente nos faz acreditar que a moeda seja um dos melhores ativos... Permanecemos comprados no Real e no Peso Mexicano","Structural current-account improvement co-cited as a driver of the same long BRL/MXN view -- scored under the renamed commodities/terms-of-trade/external-accounts category, since a stronger current account is the same USD-inflow mechanism as higher commodity export prices/volumes, just expressed in balance-of-payments terms rather than price terms (resolves the previously-flagged tenth-category question)"
2024-05-01,2024-05,kinea,kinea_01052024.md,monetary_br,-0.7,"o acúmulo de 300bps de cortes... não foram bem recebidos em um período de elevação de expectativas de juros nos Estados Unidos","BRL underperformance from BR rate cuts narrowing differential just as US rate expectations rose"
2024-05-01,2024-05,kinea,kinea_01052024.md,fiscal_br,-0.5,"a volta do fantasma fiscal. A prematura revisão da meta fiscal para 2025... certamente foi dos fatores contribuindo para má performance dos ativos locais","Premature 2025 fiscal target revision contributed to poor BRL/asset performance"
2024-05-01,2024-05,kinea,kinea_01052024.md,capital_flows,-0.5,"o Brasil teve forte fluxo de investidores estrangeiros em 2023... Esse fluxo reverteu em 2024 com a saída de estrangeiros","2023 foreign inflow reversed to 2024 outflow, contributing to poor performance"
2024-05-01,2024-05,kinea,kinea_01052024.md,global_usd,-0.5,"aumentar nossa posição comprada no dólar contra uma cesta de moedas europeias e asiáticas. Nosso racional é que uma economia mais forte e uma política monetária mais apertada nos Estados Unidos deve levar a uma performance superior da moeda norte-americana","Increased long-USD vs EUR+Asia basket on stronger US economy/tighter policy"
2024-08-01,2024-08,kinea,kinea_01082024.md,global_usd,-0.5,"Aumentamos nossa posição comprada no dólar no mês, na expectativa de políticas Republicanas que tragam novamente a percepção de excepcionalismo norte-americano","Increased long-USD on expected US exceptionalism revival from Republican policies"
2024-08-01,2024-08,kinea,kinea_01082024.md,fiscal_br,-0.7,"o Brasil, com seus atuais problemas fiscais, e resultante depreciação de sua moeda","Brazil fiscal problems stated as driving resulting BRL depreciation"
2024-09-02,2024-09,kinea,kinea_02092024.md,risk_sentiment,-0.3,"volatilidade... causada principalmente... pelos ajustes em estratégias que envolviam a venda do iene japonês para compra de ativos de risco ao redor do planeta","JPY carry unwind caused brief global risk-asset volatility"
2024-09-02,2024-09,kinea,kinea_02092024.md,monetary_br,0.7,"o aumento do diferencial de juros frente à economia norte-americana... pode levar à boa performance do real. Dessa forma, temos posição compradas na moeda","Rate differential widening → long BRL, expected good performance"
2024-09-02,2024-09,kinea,kinea_02092024.md,fiscal_br,0.3,"aliada com a visão mais construtiva para o fiscal de curto prazo, pode levar à boa performance do real","Improved short-term fiscal view cited as co-driver alongside rate differential"
2024-10-01,2024-10,kinea,kinea_01102024.md,monetary_br,0.6,"a moeda seria o único ativo com melhor relação risco-retorno... em função do crescimento do diferencial de juros que se abre entre o Brasil, o restante dos países emergentes e os Estados Unidos","BRL preferred asset from widening rate differential vs EM peers and US"
2024-11-01,2024-11,kinea,kinea_01112024.md,fiscal_br,-0.7,"maior desvalorização da moeda... Esse quadro se formou mesmo diante de uma elevação da nota do país da agência Moody's... falta de confiança do mercado na sustentabilidade das medidas fiscais","BRL depreciation despite Moody's upgrade, attributed to fiscal-sustainability distrust"
2024-11-01,2024-11,kinea,kinea_01112024.md,monetary_br,0.5,"permanecemos comprados no Real pelo crescente diferencial de juros que o Brasil deve apresentar ao longo dos próximos meses","Long BRL on expected growing rate differential ahead"
2024-11-01,2024-11,kinea,kinea_01112024.md,global_usd,-0.4,"os fundamentos sólidos dos EUA e a fragilidade estrutural de seus principais pares tendem a ancorar as taxas de juros neutras em níveis mais elevados e a seguir como um fator de suporte ao dólar","US strength + peer fragility broadly supporting the dollar"
2024-11-29,2024-11,kinea,kinea_29112024.md,global_usd,-0.6,"o dólar, segundo a teoria econômica, deveria se valorizar por uma política de tarifas, a partir da desvalorização de moedas que exportam para os Estados Unidos","Tariff policy expected to broadly strengthen the dollar via exporter-currency devaluation mechanism"
2024-12-30,2024-12,kinea,kinea_30122024.md,global_usd,-0.6,"nossa análise consistentemente mostrou a economia americana performando melhor que os pares... gerou boas performances em moedas vendidas contra o dólar","Full-year retrospective: US outperformance + correctly-anticipated Trump win → long-USD stance performed well"
2024-12-30,2024-12,kinea,kinea_30122024.md,fiscal_br,-1.0,"o principal detrator de performance em 2024 foi nosso posicionamento no real... nos guiamos pela premissa que o déficit primário estava sendo constantemente revisado para melhor","Own admitted error: stayed long BRL, underestimated fiscal deterioration (full-year retrospective)"
2024-12-17,2024-12,kinea_insights,kinea_insights_17122024.md,global_usd,-0.6,"Uma nova primavera parece também estar presente para o dólar norte-americano... impulsionado pela expectativa da implementação de tarifas... e pela forte atividade","2025 outlook: tariffs + strong US activity → broad dollar strength thesis"
2024-12-17,2024-12,kinea_insights,kinea_insights_17122024.md,fiscal_br,-0.7,"O Brasil hoje carece de equilíbrio em suas variáveis macroeconômicas... traz consigo risco de desvalorização da moeda e consequente recrudescimento da inflação","2025 outlook: BR macro imbalance → BRL depreciation risk → inflation vicious cycle"
2022-01-03,2022-01,kinea,kinea_03012022.md,global_usd,-0.5,"boa performance na bolsa, nos juros e na moeda norte-americana","2021 retrospective: US growth/inflation drove USD strength (long-USD stance performed well)"
2022-01-03,2022-01,kinea,kinea_03012022.md,global_usd,-0.5,"permanecemos comprados no dólar principalmente contra uma cesta de moedas cujos seus respectivos bancos centrais se mostram lenientes","2022 forward view: US hiking cycle vs lenient peer central banks (EUR, AUD, ZAR) support broad USD strength"
2022-03-30,2022-03,kinea,kinea_30032022.md,commodities,0.6,"boa performance relativa dos ativos brasileiros... em virtude de nossa posição de exportador de commodities... Já vemos esses efeitos no comportamento da moeda","Commodity-exporter position cited among joint drivers of favorable BRL behavior amid war-driven repricing"
2022-03-30,2022-03,kinea,kinea_30032022.md,monetary_br,0.6,"do avanço no ciclo de política monetária... comportamento da moeda","Advanced BR hiking cycle (elevated Selic/carry) cited among joint drivers of favorable BRL behavior"
2022-03-30,2022-03,kinea,kinea_30032022.md,risk_sentiment,0.5,"do relativo isolamento aos impactos negativos do atual conflito... comportamento da moeda","Brazil's relative insulation from Russia-Ukraine fallout cited as supporting BRL vs. more exposed peers"
2022-04-29,2022-04,kinea,kinea_29042022.md,global_usd,-0.5,"compramos o dólar norte-americano contra uma cesta de moedas: uma exposição defensiva em um período econômico mais conturbado","Long USD vs basket as defensive hedge amid global slowdown/recession risk"
2022-05-31,2022-05,kinea,kinea_31052022.md,global_usd,-0.5,"permanecemos comprados no dólar norte-americano, vendidos em bolsa global e aplicados em juros","Long USD (defensive) amid inflation-illusion/growth-slowdown thesis"
2022-06-30,2022-06,kinea,kinea_30062022.md,global_usd,-0.5,"permanecemos comprados no dólar norte-americano contra uma cesta de moedas, vendidos em bolsa global, embora em tamanho menor","Long USD vs basket (reduced size), conservative portfolio amid tightening financial conditions/recession risk"
2022-07-19,2022-07,kinea_insights,kinea_insights_19072022.md,global_usd,-0.5,"passamos a ter posições aplicadas em juros, principalmente na Europa, compradas no dólar norte-americano","Long USD (defensive), consistent with recession/desaceleração thesis and Fed tightening-anticipation dollar strength"
2022-07-29,2022-07,kinea,kinea_29072022.md,global_usd,-0.5,"Seguimos cautelosos em bolsas, comprados em dólar contra moedas europeias e asiáticas e aplicados em juros","Long USD vs European+Asian currencies, cautious equities/long rates amid recession thesis"
2022-08-31,2022-08,kinea,kinea_31082022.md,global_usd,-0.5,"continuamos comprados no dólar norte americano, principalmente contra uma cesta de moedas mais sensíveis às questões energéticas aqui mencionadas","Long USD vs energy-sensitive currency basket on US energy self-sufficiency vs Europe/Asia dependency"
2022-10-03,2022-10,kinea,kinea_03102022.md,commodities,0.5,"foto fiscal positiva, reflexo de maior crescimento da atividade e do boom de commodities","Commodity boom cited among joint drivers of BRL's stronger-than-peers YTD performance (fiscal position improvement channel)"
2022-10-03,2022-10,kinea,kinea_03102022.md,monetary_br,0.5,"Tomamos a dianteira no combate à inflação, com um ciclo de altas de juros de mais de 11 p.p.","Advanced BR hiking cycle (11+pp) cited among joint drivers of BRL's stronger-than-peers YTD performance"
2022-10-03,2022-10,kinea,kinea_03102022.md,capital_flows,0.5,"Nosso balanço externo está ajustado e é financiado com tranquilidade por investimento direto","External balance adjustment financed comfortably by FDI cited among joint drivers of BRL's stronger-than-peers YTD performance"
2022-11-30,2022-11,kinea,kinea_30112022.md,fiscal_br,0.0,"não temos posições no Real e diminuímos mais um pouco as alocações de bolsa","Explicitly neutral on BRL amid new-government fiscal-spending uncertainty (deliberate non-position, not silence)"
2023-01-31,2023-01,kinea,kinea_31012023.md,china_em,0.5,"A reabertura da economia chinesa pós pandemia... tem beneficiado o fluxo para emergentes em geral","China reopening cited among joint drivers of benign EM capital-flow backdrop (incl. Brazil)"
2023-01-31,2023-01,kinea,kinea_31012023.md,global_usd,0.4,"a expectativa de pico próximo aos juros americanos tem beneficiado o fluxo para emergentes em geral","Expected US rate-hike peak (softer USD outlook) cited among joint drivers of benign EM capital-flow backdrop"
2023-01-31,2023-01,kinea,kinea_31012023.md,monetary_br,0.0,"Não temos posição no dólar, respeitando o elevado custo de carrego","Explicitly neutral on USD/BRL due to high BR carry cost of holding a short-BRL position (deliberate non-position, not silence)"
2023-02-28,2023-02,kinea,kinea_28022023.md,global_usd,-0.6,"O recente aperto monetário norte-americano, que coloca a moeda de volta a juros reais positivos, faz com que o dólar novamente se torne um atrator de capitais... o dólar se coloca não só como boa aposta principal, mas, além de tudo, como boa proteção","Broad USD-strength thesis: positive US real rates + resilient housing/labor market make dollar a capital attractor and hedge, vs. more rate-fragile peers (NZ, Sweden)"
2023-04-03,2023-04,kinea,kinea_03042023.md,global_usd,-0.5,"mantemos uma visão construtiva no dólar, que tende a se valorizar em períodos de crise mais acentuada","Long USD (safe-haven) amid US/European banking-crisis stress"
2023-06-01,2023-06,kinea,kinea_01062023.md,global_usd,-0.5,"o diferencial de juros oferecido pelo dólar deva voltar a se mostrar atraente, e mantemos posições compradas na moeda norte-americana, principalmente contra geografias que devam sofrer mais com os atuais patamares de juros da economia global","Long USD on attractive US rate differential vs weak Eurasia growth outlook"
2023-08-31,2023-08,kinea,kinea_31082023.md,monetary_br,-0.5,"convergência mais ou menos rápida dos juros para o neutro dependerá de como o câmbio se comportará. E uma variável importante para o câmbio é o diferencial de juros vs. os EUA... países emergentes... estão mais sujeitos a choques... se o diferencial de juros vs. EUA... for muito baixo","Fed higher-for-longer narrowing BR-US rate cushion cited as FX shock risk channel for BRL"
2023-08-31,2023-08,kinea,kinea_31082023.md,global_usd,-0.5,"nos encontramos mais uma vez diante do famoso excepcionalismo americano, o que justifica nossas posições compradas em dólar contra uma cesta de moedas","Long USD vs basket on US exceptionalism (China weak + Europe stagnant)"
2023-09-29,2023-09,kinea,kinea_29092023.md,fiscal_br,-0.4,"Vemos o Brasil como um barco com uma âncora mais frouxa, mais sujeito a intempéries","Weak fiscal anchor cited as structural driver of BRL vulnerability to external shocks"
2023-09-29,2023-09,kinea,kinea_29092023.md,risk_sentiment,-0.5,"se tivermos algum estresse lá fora que eleve a volatilidade do mercado, nossa moeda aqui tende a sofrer mais","Global risk-off/volatility spikes cited as transmission channel through which Brazil's fiscal fragility hits BRL harder than peers"
2023-10-31,2023-10,kinea,kinea_31102023.md,monetary_br,-0.4,"nossa moeda tem se mostrado razoavelmente comportada, com uma depreciação de 5% desde o início do ciclo de cortes","BRL depreciated ~5% since start of BR easing cycle, as BR-US rate differential narrows"
2023-10-31,2023-10,kinea,kinea_31102023.md,global_usd,-0.5,"Permanecemos comprados no dólar norte-americano contra uma cesta de moedas","Long USD vs basket, consistent with US fiscal/institutional deterioration pushing long rates up + resilient US activity"
2023-12-29,2023-12,kinea,kinea_29122023.md,monetary_br,0.0,"a tendência da moeda foi contraria à esperada vis-à-vis o início do ciclo de cortes do BACEN, combinado com abertura das taxas longas americanas, que sugeririam uma depreciação da moeda local. Teimosamente, o Real... se valorizou durante o ano","Full-year retrospective: BR rate-cut cycle + rising US long rates should have depreciated BRL per the carry/differential mechanism, but BRL appreciated instead (channel failed to predict direction this year)"
2023-12-18,2023-12,kinea_insights,kinea_insights_18122023.md,global_usd,-0.6,"tal política traria como efeito colateral a apreciação do dólar, seja via efeito de ajuste das contas externas, seja pelo ganho de diferencial de crescimento... o dólar como moeda de reserva tende também a se beneficiar","Scenario analysis (2024 US election): Trump tariff policy would broadly appreciate the dollar via external-account adjustment + growth differential + reserve-currency safe-haven effect"
2022-10-31,2022-10,kinea,kinea_31102022.md,global_usd,-0.6,"a rápida apreciação do dólar em relação às demais moedas, que simboliza o terceiro cavaleiro em nossa analogia. Para um mundo endividado em dólar, a apreciação dessa moeda age de forma a potencializar os efeitos restritivos","Aggressive Fed rate expectations driving broad USD appreciation vs. other currencies globally ('Third Horseman')"
2021-05-17,2021-05,kinea,kinea_17052021.md,politics_br,-0.5,"a instabilidade político-econômica, que leva a questionamentos fiscais, tem sido um dos principais canais de desvalorização da moeda","Political/fiscal instability cited as a principal channel of BRL depreciation"
2021-05-17,2021-05,kinea,kinea_17052021.md,monetary_br,-0.5,"outro importante canal tem sido um juro real negativo ao redor de -3% na Selic. A normalização dos juros... é parte necessária para que o Real estabilize","Currently negative real Selic rate cited as a depreciation channel; rate normalization seen as necessary for BRL to stabilize"
2021-05-17,2021-05,kinea,kinea_17052021.md,commodities,0.4,"A moeda nos parece desalinhada com as recentes melhorias nos termos de troca e conta corrente","Terms-of-trade/current-account improvement cited as fundamental BRL support not yet reflected in the exchange rate"
2021-10-01,2021-10,kinea,kinea_01102021.md,fiscal_br,-0.4,"Nossa âncora fiscal continuará frágil e o país sujeito a choques... Com inflação alta e credibilidade fiscal arranhada... O prêmio de risco também é relevante na moeda","Fragile fiscal anchor + high beta to global developments cited as driving an elevated risk premium in BRL"
2021-11-30,2021-11,kinea,kinea_30112021.md,global_usd,-0.5,"uma performance mais consistente da moeda norte-americana em relação aos seus pares... não só o diferencial de juros deve ajudar, como também... os Estados Unidos têm se destacado na reaceleração do crescimento","More consistent broad USD performance vs. peers, driven by hawkish Fed stance/rate differential + US growth outperformance"
2021-11-30,2021-11,kinea,kinea_30112021.md,monetary_br,0.5,"Com os aumentos sucessivos da SELIC e elevação dos juros na curva, nossa moeda a cada dia conta com um carrego mais diferenciado em termos de juros nominais e reais em relação aos seus pares globais","Successive Selic hikes cited as making BRL's carry increasingly attractive vs. global EM peers"
2021-06-28,2021-06,kinea_insights,kinea_insights_28062021.md,commodities,0.0,"o impacto do setor agrário nas contas externas... tínhamos enorme dificuldade de responder a razão pela qual nossa moeda não respondia a essa imensa e transformacional melhoria para as contas do país","Explicit puzzle: Brazil's agricultural export boom transformed current account/external accounts, but BRL notably failed to appreciate in response (channel didn't move the currency as expected -- documented puzzle, not silence)"
2021-12-14,2021-12,kinea_insights,kinea_insights_14122021.md,global_usd,-0.6,"quatro fatores devam trazer vantagem relativa aos Estados Unidos... a implicação direta é a contínua atratividade dos influxos de capitais para os EUA, o que deve sustentar o dólar a despeito dos elevados déficits gêmeos","2022 outlook: China slowdown + Europe lagging cycle + loose US financial conditions + US energy independence seen as sustaining broad USD strength"
2021-12-14,2021-12,kinea_insights,kinea_insights_14122021.md,monetary_br,0.5,"o diferencial de juros ('carrego') ajustado pela volatilidade já caminha para um dos maiores entre os pares","BRL's vol-adjusted carry differential becoming one of the largest among EM peers, part of the 'cheap Real, high carry' bull case for 2022"
2026-01-30,2026-01,kinea,kinea_30012026.md,capital_flows,0.5,"Bolsa e moeda se mantiveram alinhadas ao desempenho mais amplo da América Latina, beneficiadas por fluxo, carrego e pela ausência, até aqui, de choques macroeconômicos relevantes","EM/LatAm-wide capital flow cited among joint drivers of favorable BRL performance"
2026-01-30,2026-01,kinea,kinea_30012026.md,monetary_br,0.5,"Bolsa e moeda se mantiveram alinhadas ao desempenho mais amplo da América Latina, beneficiadas por fluxo, carrego e pela ausência de choques","Carry cited among joint drivers of favorable BRL performance"
2026-01-30,2026-01,kinea,kinea_30012026.md,risk_sentiment,0.4,"e pela ausência, até aqui, de choques macroeconômicos relevantes","Absence of macro shocks (benign risk backdrop) cited among joint drivers of favorable BRL performance"
2026-01-30,2026-01,kinea,kinea_30012026.md,politics_br,-0.3,"Em um ambiente de incerteza eleitoral, com potenciais impactos sobre a moeda, entendemos que será difícil para o mercado antecipar cortes substanciais de juros","Electoral uncertainty (Flávio Bolsonaro high-rejection candidacy) flagged as a potential BRL risk factor going forward"
2026-01-30,2026-01,kinea,kinea_30012026.md,global_usd,0.4,"O dólar manteve trajetória de enfraquecimento e, mais uma vez, ações fora dos Estados Unidos apresentaram desempenho superior às ações norte-americanas, refletindo a combinação de fluxo internacional, rotação regional e valuation relativo","Continuing broad USD weakness trend into 2026, alongside international equity outperformance/rotation and flow"
2026-02-27,2026-02,kinea,kinea_27022026.md,capital_flows,0.4,"Os fluxos globais direcionados ao Brasil neste início de ano sustentaram a performance dos ativos locais","Global capital flows to Brazil cited as sustaining local asset (incl. BRL) performance early in the year"
2026-04-01,2026-04,kinea,kinea_01042026.md,global_usd,-0.6,"o dólar voltou a se fortalecer. Parte desse movimento reflete a tradicional busca por ativos considerados mais seguros em períodos de turbulência global. Outra parte reflete... a redução de posicionamento global","Broad USD safe-haven strengthening amid Iran/Ormuz war shock + short-covering of extended negative USD positioning"
2026-04-01,2026-04,kinea,kinea_01042026.md,monetary_br,0.5,"Nosso elevado diferencial de juros sem dúvida segue um atrativo","Elevated BR-US rate differential cited as continuing driver of BRL's superior performance vs. peers"
2026-04-01,2026-04,kinea,kinea_01042026.md,commodities,0.6,"enquanto a guerra deixa as contas externas de diversos países em situação mais delicada, para o Brasil há ganhos. O Brent a USD 100/barril gera um ganho de balança comercial de 0,7% do PIB no Brasil","Brazil's net-oil-exporter position benefiting from war-driven oil price shock via improved terms-of-trade/trade balance, vs. peers whose external accounts worsen"
2026-04-29,2026-04,kinea,kinea_29042026.md,commodities,0.6,"Como exportador líquido de petróleo, o país é um dos emergentes que mais tem se beneficiado com o choque positivo de termos de troca decorrentes do conflito no Irã","Brazil's net-oil-exporter status benefiting BRL via terms-of-trade windfall from Iran/Ormuz oil shock"
2026-04-29,2026-04,kinea,kinea_29042026.md,monetary_br,0.5,"nosso diferencial de juros segue muito elevado, mesmo com o início de redução da Selic pelo Copom. Esse fator contribui ainda mais para o apetite global em relação à nossa moeda","Elevated BR-US rate differential cited as continuing to support global appetite for BRL"
2026-04-29,2026-04,kinea,kinea_29042026.md,risk_sentiment,0.4,"o ambiente de apetite a risco que tem sustentado a valorização do BRL... Movimentos de aversão a risco tendem a penalizar de forma mais intensa moedas de high beta, categoria na qual o BRL se enquadra","Currently benign global risk appetite cited as supporting BRL's high-beta rally; flagged as reversible if risk-off returns"
2026-04-29,2026-04,kinea,kinea_29042026.md,capital_flows,0.5,"já havia entrado R$ 63 bilhões, mais do dobro do que o observado no ano passado inteiro... Isso tem sustentado o fluxo externo, reforça a moeda","Surging foreign equity inflows (R$63bn YTD, 2x full-year 2025) explicitly cited as reinforcing BRL"
2026-05-28,2026-05,kinea,kinea_28052026.md,politics_br,-0.5,"eventos recentes no campo político reduziram, na percepção do mercado, a esperança de uma alternância de governo e elevaram o prêmio de risco... Bolsa, juros e moeda passaram a refletir um roteiro mais complexo","Reduced hope of a change in government + higher risk premium explicitly cited as hitting BRL alongside equities/rates"
2026-06-30,2026-06,kinea,kinea_30062026.md,global_usd,-0.7,"Uma política monetária mais apertada nos Estados Unidos tende a favorecer a moeda americana... Crescimento relativo melhor nos Estados Unidos, diferencial de juros mais favorável, surpresas econômicas mais fortes e um Fed mais comprometido com a meta de inflação formam um ambiente positivo para o dólar","Hawkish Fed shift (Kevin Warsh) + better relative US growth + favorable rate differential seen as broadly supporting USD strength"
2026-06-30,2026-06,kinea,kinea_30062026.md,fiscal_br,-0.5,"Quando o real fica vulnerável, o câmbio vira o canal de transmissão externo da nossa fragilidade doméstica","Domestic fiscal/labor-market fragility cited as transmitting through the FX channel when external conditions (Fed, USD) tighten"
2026-06-30,2026-06,kinea,kinea_30062026.md,monetary_br,0.0,"No momento estamos táticos em ativos brasileiros... Não temos exposição ao real no momento","Explicitly no BRL position amid high Selic/fiscal-risk/pre-election uncertainty (deliberate non-position, not silence)"
